code_muni,tmax_mean,tmin_mean,pr_mean,rh_mean,rs_mean
1600238,23.23908054639756,17.42346319272904,121.30098420327137,63.386197912559226,12.3494447423648
1600253,23.637938915695035,17.987156188751662,49.26953241960058,63.59273082708083,12.473572892528201
1600279,22.796855697854305,16.951079521415657,522.2677562121642,62.62826767379304,12.707876547628866
1600303,23.595974215747955,17.942647261055352,141.01448468880272,63.53801766170862,12.462363510917296
1600402,23.163799621794425,17.390564567501276,246.8287150169004,62.965415685347985,12.428061451719191
1600501,23.1486583380597,17.46040799230897,354.3345584478797,63.128892613741016,12.482606584061388
1600535,23.205961412876984,17.428127111438574,114.28222136724415,63.242642447872726,12.342546889508151
1600550,23.32743238579884,17.581467278756445,116.5253930879395,63.45839805703309,12.393114117274777
1600600,23.616074683844275,17.99282529803229,47.96684644437557,63.29560251545791,12.454807761789873
1600709,23.41029357556866,17.656543910083638,131.71744803892867,63.56700405420434,12.393505032014696
1600808,23.9081090598459,17.745080074898794,69.34373522018271,62.75637865220437,12.40768170490546
